Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),"How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",I have a clear understanding of my core personal values. ,I can easily explain what matters most to me. ,My values rarely change over time. ,I feel confident in what I believe is right for me. ,Which of the following best represent your top three personal values? (select up to 3),What matters most to you in life?  ,My life feels meaningful. ,I feel fulfilled by how I spend my time. ,I have a clear sense of direction in my life. ,I often feel unsure about what I truly want in life. ,I feel motivated about my future. ,My daily behaviour reflects my values. ,I often behave in ways that conflict with what’s important to me. ,"I often know what I should do, but I struggle to follow through in real life ",I struggle to be the person I want to be. ,Which areas of your life feel least aligned with your values? (select all that apply),  I have felt cheerful and in good spirits.  ,I have felt calm and relaxed. ,I have felt active and vigorous. ,I woke up feeling fresh and rested. ,My daily life has been filled with things that interest me. ,I trust myself to make good decisions. ,I feel easily influenced by other people’s opinions. ,I doubt myself even when I know what I truly value. ,I find it difficult to follow my internal compass. ,Digital noise makes it harder to focus on what matters. ,I often feel distracted from my values by online content. ,"I often feel reactive, distracted, or pulled away from the person I want to become. ",AI tools sometimes influence how I think about decisions. ,I prefer to rely on my own judgement rather than AI suggestions. ,I worry that AI could push society away from meaningful things.  ,AI should be trained to reflect core human values. ,Understanding what humans value is important for future AI systems. ,Which values do you believe AI systems should reflect? (select up 3),What is your age group?,Which of the following best describes your current work status? ,What is your highest level of education? ,Country of residence,Which of the following best describes your gender?,How would you describe your general emotional wellbeing?  
25/11/2025 10:07:06,Yes,5ddd2eda9ca8a3c9af4a5237,Rarely,6,6,6,6,"Security / Stability, Independence, Creativity",Stability,3,5,2,3,2,6,2,4,4,"Health, Work / career, Purpose / direction",3,4,2,4,4,6,1,2,1,2,1,2,1,7,6,5,5,"Honesty, Empathy, Fairness",35 - 44,Self-employed / freelance,Postgraduate degree,Canada,Woman,4
25/11/2025 10:07:11,Yes,5cee4a172674040001d07c5b,Rarely,6,5,6,5,"Family, Health, Responsibility",My family,5,3,3,4,3,6,3,3,5,Health,3,3,2,3,3,5,3,3,3,5,3,4,3,5,5,5,5,"Honesty, Fairness, Human wellbeing",Over 65,Not currently working,Bachelor’s degree,UK,Woman,5
25/11/2025 10:07:13,Yes,65d0f52304480131348a4d57,Rarely,7,7,6,6,"Family, Honesty / Integrity, Faith / Spirituality",My personal relationship with God and my family,6,5,7,1,6,7,2,3,3,"Time / focus, Digital habits, Finances",4,4,4,5,5,7,2,4,3,4,2,3,1,7,5,4,7,"Honesty, Responsibility, Non-harm",45 - 54,Not currently working,Some university/college,US,Woman,6
25/11/2025 10:07:14,Yes,6658b161506a8a9c5f1e4b58,Everyday,6,6,6,5,"Family, Honesty / Integrity, Security / Stability",being mentally well,4,3,5,5,5,3,6,5,5,"Work / career, Finances, Purpose / direction",3,3,2,3,2,6,4,6,5,6,6,6,6,4,5,5,5,"Honesty, Empathy, Human wellbeing",25 - 34,Not currently working,Bachelor’s degree,UK,Woman,4
25/11/2025 10:07:14,Yes,610064cd25c1c2ed6fa9b925,Sometimes,5,5,3,3,"Security / Stability, Compassion, Independence",to live freely and bring kindness to others,2,2,2,7,5,2,6,7,7,"Time / focus, Relationships, Work / career, Digital habits, Finances, Purpose / direction",3,4,2,4,3,5,6,6,6,7,7,6,2,7,7,5,6,"Empathy, Fairness, Accountability",18 - 24,Not currently working,Bachelor’s degree,US,Woman,3
25/11/2025 10:07:17,Yes,67580f69a9a3cb759240904b,Everyday,5,5,6,4,"Family, Security / Stability, Health",Family,6,5,5,7,5,4,6,5,6,"Relationships, Digital habits, Purpose / direction",4,4,4,3,3,6,5,5,6,7,6,6,4,7,5,6,7,"Honesty, Fairness, Transparency",45 - 54,Employed part-time,Postgraduate degree,UK,Man,5
25/11/2025 10:07:17,Yes,5c4f5967aac8be0001716a65,Very often,6,6,5,6,"Independence, Creativity, Responsibility",Financial stability and family,5,5,5,4,6,5,4,5,4,"Time / focus, Digital habits, Purpose / direction",4,4,4,3,4,6,4,3,3,5,5,5,4,6,5,7,7,"Honesty, Empathy, Human wellbeing",25 - 34,Employed full time,Some university/college,UK,Man,5
25/11/2025 10:07:18,Yes,675a69d88d29359682bcd4ec,Everyday,7,7,6,7,"Family, Honesty / Integrity, Health","Being a good, honest and compassionate person is very important to me but nothing is more important than my family. ",5,4,4,4,6,6,1,2,3,"Work / career, Finances",3,2,4,2,2,6,2,2,2,4,3,2,3,6,4,7,7,"Honesty, Non-harm, Transparency",45 - 54,Employed full time,High school,US,Woman,4
25/11/2025 10:07:25,Yes,6400f80179f04251a962fd22,Rarely,6,6,5,5,"Family, Honesty / Integrity, Security / Stability",family,5,5,5,5,5,5,5,5,5,None,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,Honesty,18 - 24,Employed full time,High school,US,Man,2
25/11/2025 10:07:26,Yes,60bfd72cbf383d740b0d9b00,Occasionally,6,6,5,7,"Security / Stability, Community / Contribution, Love",My sense of peace and love for the people around me. ,7,7,6,2,6,7,2,2,2,"Time / focus, Digital habits",4,4,3,2,5,6,3,2,2,6,6,2,2,7,7,4,4,"Honesty, Respect, Responsibility",25 - 34,Employed full time,Bachelor’s degree,US,Woman,6
25/11/2025 10:07:26,Yes,670598a65450648ae2ddb83b,Everyday,7,7,3,7,"Honesty / Integrity, Compassion, Appreciation of the amazing experience of participating in Life.","Appreciation of the relationship of my experience to the rest of the world around me while recognizing the beauty of the process that causes my existence and will inevitably, inexorably, involve my own destruction.",7,7,7,3,7,6,3,7,6,"Relationships, Reactions to events not in my control, difficulty feeling compassion toward those with whom I violently disagree, ",4,4,4,4,4,6,2,4,5,1,3,6,6,4,1,7,7,"Honesty, Responsibility, Internal Discursive Audit, with transparency",Over 65,Not currently working,Some university/college,US,Man,7
25/11/2025 10:07:27,Yes,66969f159cedebe1fdfb7c29,Very often,5,4,3,5,"Family, Compassion, Adventure",Being able to live life by my own terms,4,4,4,5,5,5,2,7,7,"Time / focus, Work / career, Purpose / direction",3,2,4,3,3,6,4,5,5,7,7,7,7,7,5,3,4,"Honesty, Responsibility, Transparency",25 - 34,Employed full time,Bachelor’s degree,Canada,Man,4
25/11/2025 10:07:28,Yes,6638f0be4ae6b627408a5c04,Often,6,7,3,6,"Family, Health, Faith / Spirituality","My family, friends, health of myself and loved ones, and my relationship with God",7,5,5,2,6,6,3,3,2,"Digital habits, Finances",5,2,4,4,4,6,5,5,3,7,7,4,7,2,7,7,7,"Responsibility, Human wellbeing, Non-harm",25 - 34,Employed full time,Bachelor’s degree,Canada,Woman,5
25/11/2025 10:07:30,Yes,65c0ed76e2e195876cfd9b74,Often,6,6,6,6,"Security / Stability, Health, Independence",Being happy and being a good person.,5,6,6,2,5,5,5,3,4,Relationships,4,4,4,3,4,6,3,3,2,5,5,3,3,5,2,5,5,"Respect, Transparency, Accountability",55 - 65,Employed full time,Bachelor’s degree,US,Man,6
25/11/2025 10:07:33,Yes,60c969c12749ced10866921d,Occasionally,7,7,5,7,"Family, Health, Faith / Spirituality",Family,7,7,7,1,7,7,1,1,2,"Work / career, Digital habits",4,4,4,4,5,6,2,2,2,5,5,4,1,7,7,4,4,"Honesty, Transparency, Accountability",55 - 65,Employed full time,Bachelor’s degree,US,Man,7
25/11/2025 10:07:34,Yes,5f84e472052cf81ae5752252,Occasionally,7,7,7,7,"Family, Honesty / Integrity, Security / Stability",my family's wellbeing,7,6,7,1,6,7,1,1,1,"Relationships, Digital habits",5,5,2,3,5,7,1,1,1,1,1,1,1,7,7,1,1,"Honesty, Human wellbeing, Accountability",35 - 44,Employed full time,Postgraduate degree,UK,Woman,6
25/11/2025 10:07:35,Yes,676577d322a47a42f998fcc1,Everyday,7,7,2,6,"Family, Honesty / Integrity, Responsibility",being honest and taking my responsibilities,5,5,5,3,4,6,3,6,4,"Relationships, Finances",3,3,3,3,4,5,2,5,4,3,3,3,2,6,5,5,5,"Honesty, Fairness, Respect",35 - 44,Employed full time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:07:35,Yes,605900798c7f5f73df2e89fa,Often,6,6,4,5,"Honesty / Integrity, Security / Stability, Health","health
",5,5,5,4,4,5,5,5,5,Health,4,4,4,4,4,6,2,4,4,6,6,6,5,6,6,6,5,"Honesty, Responsibility, Accountability",25 - 34,Employed full time,Postgraduate degree,UK,Woman,5
25/11/2025 10:07:35,Yes,6054c99c850918fc1ee83760,Often,5,5,4,4,"Family, Honesty / Integrity, Security / Stability",My family ,3,3,3,6,3,4,4,4,4,"Time / focus, Relationships, Purpose / direction",3,2,2,1,2,4,4,4,4,4,4,4,6,4,4,5,5,"Non-harm, Transparency, Accountability",35 - 44,Employed full time,Postgraduate degree,UK,Woman,3
25/11/2025 10:07:37,Yes,669abbd715fcf110f94bba86,Sometimes,6,6,6,6,"Family, Health, Adventure",My children grandchild and partner / family plus cat ,4,4,3,6,3,4,2,4,3,Purpose / direction,3,4,2,2,3,4,6,5,5,5,6,5,4,6,7,5,5,"Empathy, Respect, Transparency",55 - 65,Employed part-time,High school,UK,Woman,4
25/11/2025 10:07:37,Yes,5e687fc5651f7d1259eac113,Sometimes,6,7,6,7,"Family, Security / Stability, Health","My family, without them I have nothing ",5,6,5,3,4,6,2,4,3,"Health, Time / focus, Relationships",4,3,2,2,2,5,2,4,3,3,3,2,5,4,2,6,5,"Honesty, Empathy, Transparency",25 - 34,Employed part-time,High school,Canada,Man,5
25/11/2025 10:07:39,Yes,5e182f9a2bf95110ffac1ed9,Occasionally,6,7,6,6,"Family, Honesty / Integrity, Compassion",My family ,6,5,4,3,4,6,4,4,4,"Health, Digital habits, Finances",2,2,3,4,3,5,5,5,5,6,7,6,2,6,4,6,6,"Honesty, Fairness, Respect",35 - 44,Employed full time,Some university/college,UK,Woman,3
25/11/2025 10:07:41,Yes,62b74ec256808d84b3e691d6,Occasionally,5,6,5,5,"Family, Honesty / Integrity, Compassion",to live an interesting life,5,5,3,4,4,5,3,5,5,"Health, Time / focus",4,4,3,2,3,4,2,5,4,3,4,4,2,6,3,2,4,"Honesty, Non-harm, Transparency",35 - 44,Not currently working,Postgraduate degree,UK,Man,5
25/11/2025 10:07:42,Yes,665744f9204c19b5bfc9c0a6,Sometimes,7,6,6,7,"Honesty / Integrity, Compassion, Responsibility",Loyalty,5,7,6,2,6,6,2,5,4,"Health, Time / focus, Purpose / direction",4,5,3,3,5,7,2,4,1,2,1,1,1,7,7,4,7,"Honesty, Fairness, Responsibility",25 - 34,Student,Some university/college,Canada,Man,7
25/11/2025 10:07:42,Yes,63f38f6346a5beb76cb2a3b8,Occasionally,7,7,6,7,"Family, Honesty / Integrity, Adventure",My marriage,6,5,4,4,4,7,2,4,3,Work / career,4,4,3,3,3,6,4,1,1,5,4,4,1,7,4,4,4,"Honesty, Fairness, Non-harm",55 - 65,Employed full time,Postgraduate degree,UK,Man,6
25/11/2025 10:07:46,Yes,691f1c963ab988379a94b975,Everyday,6,6,6,7,"Family, Health, Independence",My wife and kids,6,5,6,5,6,5,3,3,2,Digital habits,4,5,4,3,5,6,1,2,2,2,1,2,1,6,5,4,6,"Fairness, Transparency, Accountability",45 - 54,Employed full time,Postgraduate degree,US,Man,6
25/11/2025 10:07:46,Yes,5c927effc719fc00157df08d,Occasionally,7,7,7,7,"Family, Security / Stability, Responsibility",My family,7,7,7,1,7,7,1,1,1,"Health, Work / career",4,4,2,3,5,7,2,2,1,2,2,2,1,7,5,4,4,"Honesty, Fairness, Responsibility",45 - 54,Employed full time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:07:47,Yes,67151a9102f79a93582370aa,Very often,7,7,5,7,"Achievement / Growth, Creativity, Community / Contribution",Friends and growth,6,5,4,5,7,7,2,5,4,"Health, Time / focus, Finances",4,3,3,2,5,6,2,2,2,2,2,2,2,7,5,7,7,"Fairness, Human wellbeing, Non-harm",35 - 44,Employed part-time,Some university/college,US,Man,6
25/11/2025 10:07:48,Yes,6672d8e448c47131ea7bae78,Very often,6,5,5,5,"Honesty / Integrity, Security / Stability, Health",Security ,4,4,4,4,4,5,2,2,4,None,4,4,3,3,3,5,5,3,3,4,4,3,4,6,6,7,7,"Honesty, Human wellbeing, Non-harm",55 - 65,Self-employed / freelance,High school,UK,Man,3
25/11/2025 10:07:50,Yes,5b73a9b309cd2c0001edb357,Sometimes,6,6,7,7,"Family, Honesty / Integrity, Health",family,6,5,6,2,6,6,2,2,2,"Work / career, Digital habits",4,4,3,4,4,6,2,2,3,3,2,2,2,6,3,6,6,"Honesty, Empathy, Non-harm",35 - 44,Employed full time,Bachelor’s degree,US,Woman,5
25/11/2025 10:07:53,Yes,5b6482e9f5bc0a00019fd571,Sometimes,7,7,7,7,"Family, Honesty / Integrity, Responsibility",My family and friends,4,4,4,7,4,6,1,3,7,"Work / career, Purpose / direction",2,3,2,3,2,5,4,6,2,4,2,5,2,7,7,4,4,"Honesty, Empathy, Fairness",45 - 54,Employed full time,Bachelor’s degree,US,Man,4
25/11/2025 10:07:58,Yes,66924f3f720e8dcc562ef6fd,Often,6,5,6,6,"Family, Security / Stability, Health",My children,7,5,6,2,5,5,3,4,4,Time / focus,3,2,3,1,4,5,6,4,3,7,6,5,3,6,2,7,7,"Responsibility, Non-harm, Accountability",35 - 44,Not currently working,Some university/college,UK,Woman,3
25/11/2025 10:07:58,Yes,62a0e45a42fe6bdc52816cba,Rarely,5,5,6,5,"Honesty / Integrity, Health, Independence",happiness,4,5,5,3,3,6,3,6,5,"Work / career, Finances, Purpose / direction",2,2,3,2,3,5,2,3,3,3,3,5,2,6,4,4,6,"Honesty, Human wellbeing, Transparency",45 - 54,Not currently working,Some university/college,US,Man,3
25/11/2025 10:07:59,Yes,58effc65c31d4d00015aa5b9,Often,7,7,5,6,"Family, Honesty / Integrity, Health",family,6,6,6,6,6,6,2,2,2,"Time / focus, Work / career, Digital habits",4,4,4,4,4,7,4,2,2,7,6,4,3,7,6,6,5,"Honesty, Fairness, Non-harm",45 - 54,Employed full time,Bachelor’s degree,US,Woman,6
25/11/2025 10:08:01,Yes,6718343c82dda1264ded40d6,Everyday,7,6,6,7,"Family, Honesty / Integrity, Faith / Spirituality",honesty,1,7,7,1,7,7,1,2,2,None,5,4,4,4,5,6,4,2,1,2,1,2,1,7,5,4,6,"Honesty, Fairness, Respect",Over 65,Not currently working,Postgraduate degree,US,Woman,6
25/11/2025 10:08:09,Yes,5bd6b1636546650001036115,Everyday,6,6,4,6,"Family, Achievement / Growth, Health",My family (wife and child),6,6,6,4,7,5,6,6,2,"Time / focus, Work / career, Finances",4,4,4,3,4,5,5,2,6,6,5,5,4,7,5,6,5,"Fairness, Non-harm, Transparency",25 - 34,Employed full time,Postgraduate degree,US,Man,6
25/11/2025 10:08:09,Yes,6788319fd22b8480d7fd03da,Often,7,6,6,6,"Family, Honesty / Integrity, Health",Family,6,5,6,2,5,6,2,2,2,Digital habits,4,4,3,4,3,6,2,2,2,2,2,1,2,6,3,6,5,"Fairness, Non-harm, Accountability",55 - 65,Employed full time,Bachelor’s degree,UK,Man,6
25/11/2025 10:08:13,Yes,6719280d44c996e04f9a5475,Sometimes,7,6,6,7,"Family, Health, Compassion",My immediate family,6,6,6,1,5,6,4,4,4,"Time / focus, Work / career, Digital habits",3,3,2,2,3,6,4,2,3,4,4,2,5,4,5,5,5,"Honesty, Non-harm, Transparency",55 - 65,Employed part-time,High school,UK,Woman,5
25/11/2025 10:08:14,Yes,677b2ddf057825ce9349c9dd,Often,7,7,6,6,"Family, Security / Stability, Health","The health, security and happiness of my family.",6,4,5,6,5,5,6,6,6,"Health, Time / focus, Work / career",4,4,3,4,3,5,5,5,5,5,5,6,4,5,2,7,7,"Honesty, Empathy, Non-harm",45 - 54,Self-employed / freelance,Bachelor’s degree,Australia,Man,5
25/11/2025 10:08:14,Yes,546e8bc6fdf99b2bc7ebd029,Often,3,5,5,6,"Family, Security / Stability",My family,2,3,1,6,3,4,2,3,6,Purpose / direction,3,4,2,2,2,4,3,5,3,2,1,4,2,5,2,4,6,"Honesty, Non-harm, Transparency",35 - 44,Employed part-time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:08:17,Yes,57d5ab3a722df500017f3622,Sometimes,7,7,2,7,"Family, Honesty / Integrity, Health",My family ,7,7,7,1,7,7,1,1,1,None,4,5,4,4,5,7,2,1,1,3,2,1,1,7,1,4,5,"Honesty, Transparency, Accountability",45 - 54,Employed full time,High school,UK,Man,7
25/11/2025 10:08:17,Yes,5f589f76666edd016fed5851,Rarely,6,6,6,6,"Honesty / Integrity, Compassion, Creativity",Being true to myself ,5,6,5,3,5,5,2,2,2,Finances,3,3,3,2,4,5,2,2,1,5,5,4,2,7,6,5,6,"Human wellbeing, Non-harm, Accountability",55 - 65,Not currently working,Bachelor’s degree,UK,Woman,5
25/11/2025 10:08:18,Yes,66def1304e37adb3349f648f,Occasionally,7,7,7,7,"Family, Honesty / Integrity, Faith / Spirituality",My faith in God and Jesus as my Saviour who died for me that I can live. To follow God's word and live life according to His law.,7,4,7,1,5,6,4,4,7,Digital habits,3,4,1,3,4,5,2,2,4,7,7,7,1,7,7,4,4,Just be used as a tool and not try to mimic a human being,35 - 44,Not currently working,High school,UK,Woman,4
25/11/2025 10:08:19,Yes,60e8d3cf363fb4f52b9ba8ae,Occasionally,3,3,5,3,"Honesty / Integrity, Achievement / Growth, Adventure",tough question. To keep plodding on and be able to afford fun adventures,2,1,1,6,2,2,3,5,5,"Digital habits, Purpose / direction",3,4,2,4,2,5,3,3,5,1,2,3,2,6,7,5,6,"Honesty, Responsibility, Accountability",35 - 44,Employed full time,Some university/college,UK,Man,4
25/11/2025 10:08:21,Yes,6700a4401bfba9f45cc7b726,Occasionally,6,5,6,6,"Honesty / Integrity, Health, Compassion",Friends,5,5,4,5,5,5,2,4,3,"Work / career, Finances, Purpose / direction",4,4,4,4,4,5,2,3,3,5,3,5,3,6,5,6,6,"Honesty, Respect, Non-harm",25 - 34,Not currently working,High school,US,Man,5
25/11/2025 10:08:25,Yes,60d075b6af3d46debaf3cfd8,Rarely,7,7,7,6,"Honesty / Integrity, Security / Stability, Compassion",Integrity ,4,2,5,2,4,5,2,2,1,"Time / focus, Work / career, Finances",4,5,2,3,3,7,4,2,2,3,2,2,2,7,7,4,4,"Fairness, Responsibility, Transparency",18 - 24,Not currently working,Postgraduate degree,UK,Woman,6
25/11/2025 10:08:25,Yes,681d11acf32ffbb177100579,Everyday,6,5,5,6,"Family, Honesty / Integrity, Compassion",My partner,6,5,5,2,6,6,1,2,2,Time / focus,4,4,3,4,3,6,3,2,1,6,3,2,2,6,3,5,6,"Honesty, Responsibility, Non-harm",55 - 65,Employed full time,High school,UK,Man,6
25/11/2025 10:08:27,Yes,638a66471585cb7583285740,Occasionally,6,6,6,6,"Family, Community / Contribution, Faith / Spirituality","To live a morally good life, to be a good husband and father to my family, to die knowing I did the best that I could, with what was given to me.",6,6,6,2,6,5,3,4,5,"Health, Relationships, Finances",3,3,4,2,4,5,3,4,3,7,6,6,6,7,6,6,7,"Fairness, Human wellbeing, Non-harm",45 - 54,Employed full time,Bachelor’s degree,US,Man,6
25/11/2025 10:08:27,Yes,572b6ced3ab9df0008b9ad52,Never,7,6,6,6,"Compassion, Independence, Community / Contribution",Being kind and caring toward others probably :),3,2,3,4,5,6,1,4,2,"Health, Relationships, Finances, Purpose / direction",2,3,2,2,3,6,1,1,1,2,1,1,1,7,5,6,7,"Human wellbeing, Non-harm, Accountability",25 - 34,Employed part-time,Bachelor’s degree,US,Woman,2
25/11/2025 10:08:30,Yes,660444dff79a079f7ca927f5,Sometimes,6,6,4,6,"Honesty / Integrity, Achievement / Growth, Health",Having positive relationships and being a good partner/friend/family member.,5,5,4,4,5,5,2,3,3,"Work / career, Digital habits, Purpose / direction",3,3,4,3,4,6,6,3,4,5,2,3,4,7,7,5,5,"Honesty, Responsibility, Accountability",25 - 34,Not currently working,Postgraduate degree,US,Woman,4
25/11/2025 10:08:40,Yes,6696ad8e9378778134a3262f,Everyday,6,6,4,5,"Achievement / Growth, Security / Stability, Adventure",Having a successful career and life full of adventure and experiences.,5,5,4,6,5,5,5,5,5,"Health, Finances, Purpose / direction",3,3,4,2,3,5,5,3,4,6,5,6,4,6,6,5,5,"Responsibility, Transparency, Accountability",35 - 44,Employed full time,Postgraduate degree,US,Man,5
25/11/2025 10:08:41,Yes,659983695dffc3c84fb5222c,Occasionally,6,6,6,5,"Family, Independence, Creativity",Family,6,6,4,3,2,5,2,3,3,"Digital habits, Finances, Purpose / direction",4,4,3,3,4,6,5,5,5,4,3,3,2,6,2,6,6,"Honesty, Human wellbeing, Non-harm",25 - 34,Employed full time,Bachelor’s degree,Canada,Woman,6
25/11/2025 10:08:43,Yes,5eb9697b651aca0436adfe9d,Sometimes,7,6,7,6,"Family, Honesty / Integrity, Responsibility",My family,7,6,7,1,7,7,1,1,1,Work / career,4,4,1,3,4,7,1,1,1,2,3,4,5,7,6,1,6,"Fairness, Responsibility, Non-harm",35 - 44,Not currently working,High school,UK,Woman,6
25/11/2025 10:08:43,Yes,5ce9b0e4be5a6b00163f6870,Sometimes,6,6,7,7,"Family, Honesty / Integrity, Compassion",Fairness and integrity ,4,3,3,4,3,5,3,6,7,"Health, Time / focus, Relationships, Work / career, Finances, Purpose / direction",2,2,3,1,2,3,5,6,5,6,6,6,4,6,7,7,7,"Empathy, Non-harm, Transparency",55 - 65,Employed full time,Bachelor’s degree,UK,Man,4
25/11/2025 10:08:45,Yes,6767202a0793489cda4738d2,Everyday,5,5,6,7,"Family, Honesty / Integrity, Health",my loved ones,6,7,6,2,6,6,2,6,6,Digital habits,5,5,4,4,4,5,2,2,2,2,2,2,3,6,2,2,6,"Fairness, Human wellbeing, Non-harm",25 - 34,Employed full time,Postgraduate degree,UK,Man,5
25/11/2025 10:08:46,Yes,664ffa2512a20fe00cfb5afd,Very often,7,7,7,7,"Family, Honesty / Integrity, Security / Stability",My son,5,3,1,7,1,5,1,7,7,"Work / career, Finances",3,3,3,2,4,4,4,7,5,7,7,7,6,7,7,7,7,"Honesty, Empathy, Fairness",25 - 34,Employed part-time,High school,US,Woman,1
25/11/2025 10:08:48,Yes,69137331ae9b4d996e43b3f3,Occasionally,6,5,5,6,"Honesty / Integrity, Health, Creativity","being happy and healthy, creative freedom, not harming others",2,4,2,6,2,6,5,7,7,"Health, Time / focus, Digital habits, Purpose / direction",3,3,2,3,5,4,2,6,3,6,6,6,4,7,7,5,6,"Honesty, Human wellbeing, Transparency",25 - 34,Not currently working,High school,Canada,Woman,3
25/11/2025 10:08:53,Yes,66ba62aba868595bbef88f10,Sometimes,7,7,6,6,"Family, Honesty / Integrity, Responsibility",My family,7,5,5,6,4,6,1,4,3,"Time / focus, Work / career, Finances, Purpose / direction",4,4,4,2,3,6,1,4,2,5,6,5,5,4,6,4,4,"Responsibility, Human wellbeing, Non-harm",35 - 44,Employed full time,Some university/college,UK,Man,6
25/11/2025 10:08:55,Yes,646d380eee9fe3fcc1d147f2,Occasionally,6,6,5,7,"Honesty / Integrity, Health, Independence","Living a life that is honest and leave me content, even if that means I do not reach extreme highs",7,6,6,2,5,4,1,2,1,Relationships,5,5,4,5,5,7,1,1,1,3,1,1,1,7,3,5,5,"Honesty, Transparency",18 - 24,Not currently working,High school,US,Man,7
25/11/2025 10:08:55,Yes,60735bf91cc710f57ccd7865,Occasionally,7,6,6,6,"Family, Health, Independence",Freedom,2,1,2,5,3,2,7,6,6,"Health, Time / focus, Work / career, Finances, Purpose / direction",3,2,2,1,2,5,1,2,5,2,2,5,1,7,4,6,6,"Honesty, Empathy, Human wellbeing",25 - 34,Employed full time,Bachelor’s degree,UK,Man,5
25/11/2025 10:08:55,Yes,677b8e386966144d94556597,Often,7,7,6,7,"Family, Honesty / Integrity, Faith / Spirituality",My family,5,4,4,4,3,7,1,1,2,"Time / focus, Work / career",3,3,2,2,3,6,1,2,1,2,2,2,4,4,3,4,4,"Honesty, Respect, Accountability",45 - 54,Employed full time,Bachelor’s degree,UK,Man,4
25/11/2025 10:09:02,Yes,66f87d84fcfe786a13ff1edb,Occasionally,6,5,6,6,"Honesty / Integrity, Compassion, Independence",My personal well being ,5,5,5,4,6,6,6,6,6,Relationships,4,4,3,3,3,6,5,4,3,3,3,6,2,6,3,5,5,"Honesty, Fairness, Transparency",Over 65,Not currently working,High school,UK,Woman,4
25/11/2025 10:09:02,Yes,5c377642bc6444000133aae9,Occasionally,6,6,5,6,"Family, Honesty / Integrity, Health",My Family,7,6,7,2,7,5,1,2,2,None,4,4,4,3,5,6,2,2,2,3,1,2,2,5,3,7,7,"Honesty, Human wellbeing, Transparency",55 - 65,Employed full time,High school,UK,Man,7
25/11/2025 10:09:02,Yes,669677d986a5a20026bbf20e,Rarely,7,7,7,7,"Family, Honesty / Integrity, Compassion",my loved ones,7,6,6,2,5,6,2,3,4,None,4,3,4,4,4,7,1,5,2,7,4,4,1,7,6,6,7,"Honesty, Fairness, Accountability",55 - 65,Not currently working,Postgraduate degree,UK,Woman,6
25/11/2025 10:09:04,Yes,67e61c923bf0679ee41740fa,Occasionally,6,6,4,4,"Independence, Responsibility, Community / Contribution",The planet/environment,5,4,4,6,6,4,3,6,6,"Health, Time / focus, Relationships, Finances",4,4,3,2,3,5,2,5,3,5,5,5,1,6,6,5,6,"Non-harm, Transparency, Accountability",55 - 65,Self-employed / freelance,Other,Canada,Woman,5
25/11/2025 10:09:07,Yes,5e3dafda2ee93c01ebac5349,Everyday,7,7,4,7,"Honesty / Integrity, Responsibility, Faith / Spirituality","Being a Christian is the most important thing in my life, and this defines my honest / integrity, and requires me to 'carry my cross' (take on responsibilities) to reach my goals to provide for my family, maintain my health, and support my community.",7,6,7,1,7,7,1,1,4,Digital habits,4,4,4,3,4,5,2,5,3,5,5,5,5,4,4,4,5,"Honesty, Responsibility, Transparency",45 - 54,Self-employed / freelance,Bachelor’s degree,UK,Man,7
25/11/2025 10:09:17,Yes,614f7300717876eb9b5601b0,Rarely,6,6,6,7,"Honesty / Integrity, Compassion, Independence","My family, my principles",5,6,6,4,4,6,3,3,3,"Relationships, Work / career, Finances",3,4,3,3,4,7,2,3,2,5,5,4,1,7,7,7,6,"Empathy, Human wellbeing, Accountability",Over 65,Not currently working,Postgraduate degree,Canada,Woman,6
25/11/2025 10:09:22,Yes,691a57e82a9bf3e5ac201a4b,Often,2,1,3,1,"Family, Honesty / Integrity, Achievement / Growth",My family,7,6,6,2,7,7,2,3,2,"Work / career, Finances",4,4,4,4,5,6,6,5,2,2,1,6,2,7,7,7,7,"Respect, Human wellbeing, Non-harm",25 - 34,Employed part-time,Some university/college,Ireland,Woman,6
25/11/2025 10:09:23,Yes,673667a1aa33d578d34d95cb,Everyday,7,7,2,7,"Health, Independence, Community / Contribution",Energy and focus,6,6,7,1,7,6,1,2,1,Relationships,3,3,3,4,4,7,1,1,1,7,7,1,5,7,4,4,4,"Honesty, Empathy, Accountability",25 - 34,Employed full time,Bachelor’s degree,Canada,Man,6
25/11/2025 10:09:24,Yes,6601996560d056178fc0c7f5,Very often,5,5,5,5,"Security / Stability, Health, Responsibility",Providing security for family and enjoying my time. Having work and past times that spark curiosity and challenge,5,5,4,4,5,5,4,5,4,Work / career,4,4,3,4,3,5,3,6,4,6,5,6,6,4,5,4,6,"Honesty, Fairness, Human wellbeing",35 - 44,Employed full time,Bachelor’s degree,Ireland,Man,5
