consent,ai_tool_use_frequency,values_understanding,values_explainability,values_stability,values_confidence,values_top3_multi,what_matters_most,life_meaning,life_fulfilment,life_direction,life_uncertainty,future_motivation,behaviour_alignment,behaviour_conflict,behaviour_followthrough,identity_struggle,values_misaligned_areas_multi,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh,wellbeing_interest,selftrust_decisions,selftrust_influence,selftrust_doubt,selftrust_compass,digital_noise_focus,digital_noise_values,digital_noise_identity,ai_influence_decisions,ai_prefer_self_judgement,ai_society_meaning,ai_train_values,ai_understand_values,ai_values_multi,age_group,work_status,education_level,country,gender,emotional_wellbeing,values_top3_multi_other,values_misaligned_areas_multi_other,ai_values_multi_other
yes,occasionally,6,6,7,6,family;security_stability;health,My family,6,5,5,5,6,6,3,5,5,purpose_direction,4,4,3,4,3,6,4,5,5,4,3,4,3,6,6,7,7,honesty;human_wellbeing;transparency,over_65,not_currently_working,postgraduate_degree,au,woman,5,,,
yes,sometimes,6,6,5,6,family;compassion;independence,my family,6,6,5,2,5,6,3,4,4,digital_habits,4,4,4,4,4,6,2,2,3,6,5,5,3,7,7,4,6,empathy;human_wellbeing;transparency,35_44,employed_full_time,bachelors_degree,ca,man,6,,,
yes,everyday,7,6,5,7,family;honesty_integrity;responsibility,The welfare of my family.,7,7,6,1,7,7,1,1,2,relationships;work_career;purpose_direction,4,4,3,3,4,7,2,2,2,5,3,3,6,7,7,7,7,honesty;human_wellbeing;accountability,35_44,employed_full_time,postgraduate_degree,uk,man,6,,,
yes,occasionally,5,5,4,5,family;honesty_integrity;security_stability,Family,5,4,4,5,4,6,2,2,4,purpose_direction,3,4,2,4,3,6,3,5,2,6,5,6,4,4,6,5,6,fairness;non_harm;accountability,35_44,not_currently_working,postgraduate_degree,uk,woman,5,,,
yes,rarely,5,5,4,5,family;compassion;faith_spirituality,Strong relationships and helping people.,6,5,5,4,6,5,4,5,5,time_focus;digital_habits,4,4,3,3,3,5,4,5,4,6,5,4,3,6,7,4,5,honesty;fairness;human_wellbeing,25_34,employed_full_time,postgraduate_degree,uk,woman,6,,,
yes,sometimes,7,7,7,7,family;honesty_integrity;responsibility,Family,7,7,7,1,7,7,1,1,1,none,4,4,4,4,4,6,2,3,2,2,2,2,3,4,2,6,7,honesty;empathy;human_wellbeing,35_44,employed_full_time,bachelors_degree,us,man,7,,,
yes,rarely,6,6,6,6,family;honesty_integrity;faith_spirituality,living right,5,5,5,3,4,4,4,5,6,time_focus;purpose_direction,3,3,3,3,3,4,4,5,4,6,7,6,4,5,6,4,4,,45_54,not_currently_working,some_university_college,ca,prefer_not_to_say,4,,,modernity/technology
yes,very_often,6,5,5,6,achievement_growth;health;adventure,Immediate Family,6,5,5,5,5,4,5,5,6,time_focus;relationships;purpose_direction,3,2,3,4,4,5,3,5,5,5,2,5,5,5,5,4,3,honesty;responsibility;human_wellbeing,35_44,employed_full_time,bachelors_degree,us,woman,3,,,
yes,occasionally,5,4,6,6,achievement_growth;health;creativity,"Maintaining my independence and being with my family. Working on projects I care about, focusing om short-term  goals and achievements.",6,7,6,1,6,6,1,2,3,time_focus;relationships;purpose_direction,3,4,4,2,5,6,3,3,3,2,3,5,2,6,4,6,7,honesty;respect;non_harm,over_65,employed_full_time,some_university_college,uk,man,6,,,
yes,everyday,7,7,7,7,honesty_integrity;achievement_growth;compassion,Accountability,7,7,7,2,7,7,1,1,1,relationships;digital_habits,4,4,4,3,4,7,1,1,1,7,5,2,5,7,7,6,6,responsibility;human_wellbeing;non_harm,35_44,employed_full_time,bachelors_degree,ca,woman,6,,,
yes,often,5,5,5,5,family;honesty_integrity;faith_spirituality,my family,5,5,5,3,4,5,3,3,4,none,4,3,3,4,4,5,3,3,3,3,2,3,4,4,3,4,4,honesty;fairness;respect,over_65,employed_full_time,bachelors_degree,us,woman,5,,,
yes,occasionally,5,6,4,5,security_stability;compassion;creativity,Not being mean.,4,4,3,5,3,5,3,6,6,time_focus;work_career,2,2,1,1,2,3,4,4,4,5,5,4,4,6,6,5,6,empathy;fairness;non_harm,45_54,employed_full_time,some_university_college,us,man,3,,,
yes,occasionally,6,6,5,6,family;honesty_integrity;responsibility,Being there for my family if they need me. Staying healthy and fit and optimistic about life.,5,5,5,4,4,5,4,5,5,health;finances,3,3,3,3,3,4,5,5,4,5,5,5,5,5,4,4,5,non_harm;transparency;accountability,over_65,not_currently_working,bachelors_degree,uk,woman,5,,,
yes,never,6,5,2,6,honesty_integrity;health;independence,Decency,3,2,1,7,3,5,2,5,4,health;finances,3,4,2,2,2,5,3,7,3,6,3,4,2,7,7,4,5,transparency,45_54,not_currently_working,bachelors_degree,uk,man,4,,,truth
yes,occasionally,6,6,6,6,family;creativity;faith_spirituality,My relationship with God,7,6,6,1,6,6,1,4,2,none,4,4,3,3,4,6,2,2,2,4,2,2,2,7,4,4,6,fairness;non_harm;transparency,over_65,other,other,uk,man,6,,,
yes,often,5,6,6,5,family;security_stability;health,my kids,5,6,6,3,6,6,6,3,2,time_focus;purpose_direction,3,4,3,3,3,5,4,2,2,5,4,5,2,6,3,4,6,honesty;empathy;fairness,45_54,employed_full_time,bachelors_degree,us,woman,5,,,
yes,rarely,6,5,6,6,family;honesty_integrity;security_stability,"My children and husband - as long as they are happy and heathy, I am happy.",5,5,6,2,5,6,1,3,4,time_focus;work_career;digital_habits,4,3,3,4,3,5,4,5,4,7,6,6,2,6,4,6,6,honesty;empathy;human_wellbeing,55_65,self_employed,bachelors_degree,uk,woman,5,,,
yes,rarely,6,6,5,6,honesty_integrity;health;independence,Health,6,5,5,2,5,6,5,5,6,health;digital_habits,4,4,4,4,5,6,5,6,5,7,7,5,2,6,7,6,6,honesty;transparency;accountability,over_65,not_currently_working,bachelors_degree,uk,woman,6,,,
yes,very_often,7,7,7,7,family;honesty_integrity;health,My family are the most important thing in my life.,1,6,7,1,7,7,1,2,1,none,5,5,4,4,5,7,1,1,1,1,1,1,4,5,1,4,4,fairness;responsibility;non_harm,25_34,employed_full_time,postgraduate_degree,uk,man,7,,,
yes,very_often,7,6,7,7,family;honesty_integrity;compassion,My family is the most important thing in my life,7,6,6,1,6,7,1,1,1,time_focus,4,5,4,5,5,7,1,1,1,2,1,1,1,5,2,5,6,honesty;responsibility;transparency,over_65,employed_full_time,high_school,uk,woman,7,,,
yes,often,7,7,7,7,family;honesty_integrity;health,My health,6,6,6,2,6,6,2,1,2,health;relationships;purpose_direction,5,5,3,3,4,7,2,2,1,5,3,2,4,5,6,7,7,empathy;respect;human_wellbeing,over_65,other,postgraduate_degree,uk,man,7,,,
yes,sometimes,7,7,7,7,compassion;creativity;responsibility,compassion for others in need,6,6,7,2,7,6,1,2,2,health;time_focus;relationships,4,4,3,3,4,7,1,1,2,5,3,2,4,7,5,7,7,honesty;empathy;transparency,35_44,employed_full_time,bachelors_degree,us,man,5,,,
yes,rarely,4,3,5,4,honesty_integrity;security_stability;compassion,Trying my best to live a life that makes me happy,1,2,1,7,2,5,4,6,6,health;relationships;work_career;purpose_direction,3,2,1,1,3,2,6,6,6,5,4,6,1,7,7,6,5,honesty;fairness;non_harm,25_34,self_employed,postgraduate_degree,uk,woman,3,,,
yes,rarely,6,7,5,6,family;honesty_integrity;responsibility,My chosen family,4,3,3,6,4,5,1,4,3,health;work_career;digital_habits;purpose_direction,3,3,4,2,2,6,3,5,2,5,2,4,2,7,7,4,5,honesty;responsibility;accountability,35_44,self_employed,bachelors_degree,ca,man,4,,,
yes,sometimes,6,6,7,7,family;honesty_integrity;creativity,My family above all else.,4,5,5,6,2,6,3,7,7,time_focus;work_career;purpose_direction,3,2,2,1,2,5,4,7,5,5,2,6,5,5,7,6,6,honesty;human_wellbeing;non_harm,35_44,not_currently_working,some_university_college,ca,man,3,,,
yes,everyday,7,7,7,7,family;honesty_integrity;health,family,1,4,7,1,7,7,1,1,1,none,3,4,3,3,3,7,2,1,1,4,1,1,1,7,2,7,7,honesty;empathy;fairness,55_65,employed_full_time,postgraduate_degree,us,man,4,,,
yes,often,6,6,5,7,family;honesty_integrity;faith_spirituality,My faith,7,7,7,2,7,7,2,1,2,health;time_focus;relationships;digital_habits;finances;purpose_direction,3,3,3,4,5,7,3,2,2,2,1,1,2,6,3,7,7,honesty;fairness;non_harm,55_65,not_currently_working,some_university_college,ca,woman,5,,,
yes,often,7,7,7,7,family;health;faith_spirituality,My family,6,3,7,1,7,7,3,5,4,health;digital_habits;finances,3,1,1,1,3,7,2,4,4,7,7,7,1,5,1,7,7,honesty;human_wellbeing;non_harm,25_34,not_currently_working,high_school,us,woman,4,,,
yes,often,7,7,4,6,security_stability;health;independence,My family and friends,7,6,5,3,5,6,4,2,4,work_career;finances,3,4,4,4,4,6,5,4,3,3,5,2,5,4,5,6,7,fairness;human_wellbeing;transparency,35_44,employed_full_time,bachelors_degree,uk,woman,6,,,
yes,everyday,5,4,5,5,family;honesty_integrity;security_stability,Right now it is my family. I think I would like for my own personal growth to matter more but right now it's hard to make it a priority.,3,5,2,5,4,4,2,4,6,time_focus;work_career;finances,3,4,1,2,3,5,3,2,2,6,4,4,5,4,6,7,7,honesty;human_wellbeing;transparency,25_34,employed_part_time,some_university_college,us,woman,5,,,
yes,often,6,5,6,5,family;security_stability;independence,To be there when my family needs me,3,5,3,3,2,4,3,6,5,relationships;finances;purpose_direction,3,2,4,2,3,3,1,5,4,5,6,4,5,3,6,5,6,respect;human_wellbeing;accountability,45_54,self_employed,some_university_college,ca,man,3,,,
yes,often,6,5,6,6,family;health;independence,Peace of mind,3,4,4,5,4,5,4,3,4,time_focus;purpose_direction,3,3,4,2,3,3,4,4,3,5,5,5,6,4,6,7,7,honesty;non_harm;transparency,55_65,not_currently_working,high_school,ca,man,4,,,
yes,rarely,7,7,7,7,honesty_integrity;compassion;faith_spirituality,The people and animals I love and carry in my heart.,3,1,2,3,4,7,1,1,2,time_focus;work_career;digital_habits,3,3,2,1,3,5,4,5,2,7,3,4,1,6,7,5,5,honesty;fairness;non_harm,35_44,self_employed,high_school,us,woman,5,,,
yes,never,7,7,7,7,honesty_integrity;security_stability;responsibility,My family,7,6,6,1,6,7,1,1,1,none,5,5,5,5,5,7,1,1,1,1,1,1,1,7,7,1,4,responsibility;transparency;accountability,35_44,self_employed,bachelors_degree,us,man,7,,,
yes,often,6,6,6,6,achievement_growth;health;responsibility,my family and my relationships,6,6,6,2,7,6,2,2,2,time_focus;relationships,4,4,4,4,4,6,6,2,2,2,2,2,6,6,2,6,6,honesty;fairness;responsibility,35_44,employed_part_time,some_university_college,us,woman,5,,,
yes,everyday,6,6,6,6,honesty_integrity;health;compassion,taking care of myself and health,6,6,6,4,5,6,6,5,6,digital_habits;finances;purpose_direction,3,3,4,4,4,3,2,1,4,4,4,4,5,5,6,4,5,honesty;respect;human_wellbeing,25_34,employed_full_time,bachelors_degree,us,woman,5,,,
yes,rarely,5,5,6,6,family;health;compassion,My family,6,5,4,5,4,4,4,5,4,health;relationships;finances;purpose_direction,3,3,4,2,3,5,3,4,4,4,5,5,4,5,4,5,5,honesty;responsibility;transparency,55_65,employed_full_time,high_school,uk,man,4,,,
yes,very_often,6,6,6,6,family;honesty_integrity;faith_spirituality,simplicity and enjoyment,7,7,6,6,6,6,1,1,1,none,5,5,4,4,4,6,3,1,1,1,1,1,4,3,1,5,5,honesty;fairness;accountability,55_65,employed_full_time,bachelors_degree,uk,woman,7,,,
yes,sometimes,6,5,6,6,family;honesty_integrity;community_contribution,My daughter,5,4,3,5,3,5,3,5,6,work_career;finances;purpose_direction,3,3,2,2,3,5,4,5,4,6,6,6,5,5,6,6,6,honesty;fairness;non_harm,25_34,self_employed,bachelors_degree,uk,woman,4,,,
yes,sometimes,6,6,7,7,family;honesty_integrity;faith_spirituality,Integrity,5,4,4,4,5,6,3,5,5,time_focus;work_career;digital_habits,2,3,1,1,2,6,2,2,2,7,6,6,2,7,6,6,6,respect;human_wellbeing;non_harm,45_54,employed_full_time,some_university_college,us,woman,5,,,
yes,very_often,6,6,7,6,honesty_integrity;independence;faith_spirituality,Independence,5,5,6,2,6,6,3,2,2,work_career;digital_habits;finances,2,2,4,1,2,6,3,5,3,7,3,2,2,6,6,2,3,honesty;empathy;responsibility,35_44,not_currently_working,bachelors_degree,uk,woman,3,,,
yes,sometimes,6,6,3,5,family;honesty_integrity;compassion,family,5,5,4,4,4,5,5,5,4,work_career;digital_habits;finances,3,4,3,2,3,4,5,4,4,4,5,5,5,4,2,4,4,honesty;fairness;transparency,35_44,employed_full_time,some_university_college,uk,woman,5,,,
yes,sometimes,7,6,6,7,achievement_growth;health;responsibility,Providing for my family,5,5,6,3,7,7,2,5,2,time_focus;digital_habits;finances,4,4,3,2,4,6,2,4,2,7,6,4,1,7,7,1,1,responsibility;non_harm;accountability,35_44,employed_full_time,some_university_college,uk,man,6,,,
yes,everyday,6,6,7,7,family;achievement_growth;security_stability,my children,1,1,1,7,1,7,1,2,7,relationships;finances;purpose_direction,4,4,4,3,2,5,3,5,7,1,1,1,7,1,1,3,4,human_wellbeing;transparency;accountability,45_54,self_employed,bachelors_degree,us,woman,6,,,
yes,occasionally,5,6,4,5,achievement_growth;independence;adventure,Freedom and the ability to live a personally fulfilling life.,5,5,3,4,5,5,2,5,4,relationships,3,4,4,4,4,4,2,5,2,5,3,5,3,3,2,5,5,honesty;empathy;human_wellbeing,45_54,student,some_university_college,uk,woman,3,,,
yes,everyday,5,6,3,2,family;honesty_integrity;responsibility,My family,6,4,4,5,6,3,6,5,5,relationships;purpose_direction,3,4,3,4,4,5,7,5,6,2,1,3,2,5,6,6,6,honesty;fairness;responsibility,35_44,employed_full_time,postgraduate_degree,uk,man,6,,,
yes,rarely,7,7,4,7,family;compassion;community_contribution,life,4,6,6,1,4,7,1,4,3,finances,3,2,3,2,3,6,3,4,1,6,3,2,1,7,6,4,5,empathy;responsibility;non_harm,35_44,self_employed,some_university_college,ca,woman,3,,,
yes,everyday,6,7,5,6,family;achievement_growth;responsibility,My family and theif wellbeing,2,6,7,1,6,6,2,3,2,health;digital_habits,4,5,4,3,4,6,3,2,3,6,5,6,6,6,3,3,2,honesty;transparency,35_44,employed_full_time,some_university_college,us,man,6,,,
yes,often,3,2,4,2,security_stability;health;community_contribution,I'm not sure,3,4,3,6,4,6,3,4,6,health,3,3,3,3,4,3,2,4,4,4,3,4,4,5,5,4,4,honesty;fairness;human_wellbeing,35_44,employed_full_time,postgraduate_degree,us,man,4,,,
yes,everyday,7,7,7,7,honesty_integrity;compassion;creativity,I think what matters most in my life is enjoying myself.  Life is short so I fully believe you should have fun with it.,5,6,4,7,4,2,6,6,7,time_focus;finances;purpose_direction,5,5,3,4,5,2,6,2,5,7,7,4,1,4,1,4,4,human_wellbeing;non_harm;transparency,35_44,employed_part_time,bachelors_degree,us,woman,5,,,
yes,everyday,7,7,7,7,family;achievement_growth;security_stability,My family,2,1,2,7,4,5,3,6,7,health;relationships;work_career;finances;purpose_direction,3,3,2,3,2,6,1,7,5,1,1,5,3,5,1,7,7,honesty;empathy;respect,35_44,employed_full_time,some_university_college,nz,man,4,,,
yes,everyday,6,5,6,6,family;health;responsibility,my family,6,6,7,1,6,6,5,1,1,health;time_focus;relationships;work_career;finances;purpose_direction,4,3,4,4,4,6,2,1,1,3,2,1,1,3,2,6,6,fairness;human_wellbeing;non_harm,45_54,employed_full_time,postgraduate_degree,us,woman,6,,,
yes,rarely,7,7,5,7,family;honesty_integrity;compassion,Family,7,7,7,6,6,5,4,6,6,work_career;digital_habits;finances,3,4,3,2,3,6,3,4,3,3,4,4,1,7,7,7,7,honesty;human_wellbeing;non_harm,25_34,employed_part_time,some_university_college,us,woman,5,,,
yes,often,6,7,6,6,family;honesty_integrity;health,My Family is the most important thing in my life.,6,5,6,4,6,6,1,5,2,time_focus;finances,3,3,2,3,2,6,2,2,3,6,6,4,6,5,6,6,6,empathy;fairness;human_wellbeing,35_44,employed_full_time,bachelors_degree,uk,man,3,,,
yes,rarely,7,7,7,7,family;health;independence,my children,7,7,7,1,7,7,5,1,1,digital_habits;finances,4,4,4,4,5,7,1,1,1,1,1,1,1,7,3,4,4,human_wellbeing,45_54,employed_part_time,some_university_college,uk,woman,7,,,
yes,rarely,6,5,6,4,honesty_integrity;compassion;independence,To be happy and free.,1,2,1,7,1,5,4,5,5,relationships;work_career;purpose_direction,3,2,2,1,2,3,4,6,4,5,4,5,3,7,6,4,4,honesty;non_harm;transparency,45_54,not_currently_working,high_school,uk,woman,3,,,
yes,occasionally,6,5,5,5,honesty_integrity;independence;responsibility,Living life by logic and not ideology,3,3,2,6,4,5,3,5,5,relationships;work_career;finances,2,3,2,2,2,5,3,4,3,5,4,4,3,6,4,5,5,honesty;fairness;responsibility,35_44,employed_full_time,bachelors_degree,uk,man,3,,,
yes,very_often,7,7,7,7,honesty_integrity;achievement_growth;independence,"Continuing to learn and grow, enjoying life and spending time with people with similar values",7,7,7,1,7,7,1,1,1,health;work_career;digital_habits,5,5,4,5,5,7,3,1,1,5,2,1,7,6,2,6,7,respect;responsibility;human_wellbeing,18_24,employed_full_time,high_school,uk,man,7,,,
yes,very_often,6,6,6,5,health;compassion;adventure,What matters most to me in life is working hard and taking care of those that matter most to me,5,4,5,3,6,6,2,3,2,finances,4,3,3,3,3,6,2,2,2,1,1,2,5,4,2,3,3,respect;non_harm;transparency,35_44,employed_full_time,bachelors_degree,us,man,6,,,
yes,sometimes,3,3,6,1,honesty_integrity;security_stability;responsibility,Integrity,5,5,5,3,3,2,1,1,2,work_career;digital_habits,2,2,2,2,3,5,1,5,1,7,7,7,7,5,7,1,1,honesty;transparency;accountability,55_65,not_currently_working,postgraduate_degree,us,man,3,,,
yes,rarely,6,5,5,5,honesty_integrity;independence;creativity,Being able to live the way I want to live without hindrance of others,1,3,2,5,1,5,3,4,5,time_focus;relationships,3,3,4,1,4,4,2,5,3,5,3,4,2,6,6,6,6,honesty;human_wellbeing;transparency,35_44,employed_part_time,bachelors_degree,ca,man,2,,,
yes,occasionally,6,7,6,5,honesty_integrity;security_stability;community_contribution,"My friends, be they human or feline",1,6,6,1,6,6,2,3,2,health,4,3,3,4,5,6,3,2,1,2,2,2,4,5,2,4,5,honesty;fairness;non_harm,55_65,self_employed,some_university_college,us,man,6,,,
yes,rarely,5,5,6,6,family;honesty_integrity;compassion,My family,5,4,4,5,2,5,2,4,3,none,4,4,2,3,2,5,2,3,3,4,3,3,2,6,5,4,5,fairness;respect;transparency,45_54,employed_full_time,high_school,uk,man,6,,,
yes,occasionally,4,4,4,4,family;health;adventure,Spending time with loved ones,5,5,5,3,5,5,3,3,4,health;work_career;finances,3,3,3,3,3,5,3,4,3,4,4,4,4,6,6,5,5,honesty;empathy;fairness,25_34,employed_full_time,postgraduate_degree,us,man,5,,,
yes,occasionally,6,5,5,5,family;health;compassion,Janet (my wife) and my dog Poppy,6,6,5,2,6,6,1,2,2,time_focus,4,4,3,4,4,6,2,2,2,5,2,3,2,6,5,4,5,honesty;non_harm;transparency,over_65,not_currently_working,bachelors_degree,uk,man,6,,More time needed for my hobby of gardening,
yes,often,6,5,6,7,honesty_integrity;security_stability;compassion,Being a decent person,6,5,6,4,5,5,3,2,2,time_focus;digital_habits,4,4,3,3,4,6,4,5,2,6,5,4,4,7,7,6,7,honesty;human_wellbeing;accountability,35_44,employed_full_time,bachelors_degree,nz,man,5,,,
yes,occasionally,5,6,5,5,achievement_growth;security_stability;health,Security / Stability,2,3,2,6,4,4,4,4,5,none,3,4,4,3,3,3,5,5,5,4,5,5,3,4,3,4,4,non_harm;transparency,35_44,employed_full_time,some_university_college,uk,man,3,,,
yes,occasionally,6,3,6,5,honesty_integrity;compassion;community_contribution,The well being of others,2,3,2,6,3,3,3,1,4,relationships,2,2,1,3,3,1,5,5,3,2,5,6,5,4,5,6,6,honesty;empathy;non_harm,35_44,not_currently_working,some_university_college,ca,man,1,,,
yes,very_often,6,6,7,6,security_stability;independence;adventure,Being/feeling safe and secure,5,4,4,6,4,6,3,6,6,work_career;digital_habits;finances,3,2,2,2,4,5,2,5,5,6,7,5,7,2,2,7,7,honesty;empathy;fairness,25_34,employed_full_time,postgraduate_degree,uk,woman,4,,,
yes,sometimes,5,7,5,5,family;security_stability;health,My Children,5,4,5,2,4,5,2,2,3,relationships,3,3,2,2,3,5,4,4,3,5,3,3,3,4,5,4,4,respect;non_harm;transparency,35_44,employed_full_time,bachelors_degree,uk,man,5,,,
yes,never,5,6,4,6,family;honesty_integrity;health,my family and close friends,7,6,6,2,6,6,3,2,2,work_career;digital_habits,4,4,3,3,4,6,2,2,2,3,2,1,2,6,4,5,4,non_harm;transparency;accountability,55_65,other,bachelors_degree,uk,woman,6,,,
yes,never,6,7,5,6,family;security_stability;health,family,7,7,7,1,7,6,7,2,2,work_career;purpose_direction,4,5,3,4,4,6,3,3,3,5,3,3,4,5,5,3,6,honesty;fairness;non_harm,35_44,employed_full_time,bachelors_degree,us,man,7,,,
yes,sometimes,4,6,5,4,independence;community_contribution,Daughter,2,2,4,4,5,2,2,4,5,time_focus,3,4,5,1,3,4,4,4,5,6,5,6,5,5,6,5,5,respect;human_wellbeing,35_44,employed_full_time,bachelors_degree,us,man,6,,,
yes,rarely,7,7,6,7,family;honesty_integrity;compassion,My wife and children,7,6,7,1,6,7,1,2,2,none,3,3,3,1,3,7,2,2,2,4,2,2,1,5,6,7,7,responsibility;human_wellbeing;non_harm,55_65,self_employed,bachelors_degree,uk,man,6,,,
yes,very_often,6,6,6,5,family;independence;creativity,travel and exploring,4,5,6,6,6,6,5,6,6,health;time_focus;work_career,3,4,4,4,4,4,6,6,5,5,6,6,4,6,6,6,6,honesty;empathy;fairness,35_44,employed_full_time,bachelors_degree,uk,woman,6,,,
yes,very_often,5,5,6,6,family;achievement_growth;health,Happiness in personal life with family and feeling content with life and work. Staying healthy to ensure my longevity.,4,3,4,6,5,5,2,5,6,time_focus;relationships;purpose_direction,3,3,2,1,3,5,2,4,3,6,3,4,5,6,6,6,6,honesty;responsibility;accountability,25_34,employed_part_time,bachelors_degree,uk,woman,5,,Independence,
yes,occasionally,6,6,6,6,family;honesty_integrity;health,Having my family close by and in good health.,7,6,5,5,5,5,6,6,5,digital_habits,4,3,3,2,4,6,5,5,4,6,5,5,4,5,6,5,5,honesty;human_wellbeing;non_harm,25_34,employed_full_time,bachelors_degree,uk,woman,5,,,
yes,sometimes,5,6,4,6,family;security_stability;health,Family,5,5,3,4,4,5,4,5,4,relationships;finances,4,4,4,3,3,5,5,5,4,3,4,3,3,5,2,4,6,responsibility;non_harm;accountability,45_54,employed_part_time,some_university_college,uk,woman,6,,,
yes,occasionally,7,7,5,7,honesty_integrity;security_stability;independence,That I live it well as pertains to me and not what others or society at large would dictate.,4,6,2,2,4,6,1,5,4,finances,4,4,3,3,4,7,2,1,1,1,1,2,1,7,1,4,4,non_harm;transparency;accountability,45_54,not_currently_working,bachelors_degree,ie,man,6,,,
yes,often,5,7,3,4,family;security_stability;health,family,5,4,4,5,4,6,1,5,7,relationships;work_career;finances,3,2,2,1,1,4,6,6,6,7,7,6,3,5,4,5,5,empathy;non_harm;transparency,45_54,employed_full_time,postgraduate_degree,uk,woman,5,,,
yes,everyday,7,7,7,7,family;honesty_integrity;compassion,My family is the most important thing in my life.,6,6,6,2,5,6,1,1,1,health;time_focus;relationships;digital_habits;purpose_direction,4,4,3,3,4,7,2,2,2,4,2,2,5,4,4,6,6,honesty;fairness;human_wellbeing,over_65,other,bachelors_degree,us,woman,5,,,
yes,occasionally,6,7,6,7,family;honesty_integrity;responsibility,My family are most important to me. That they are healthy and happy.,6,7,6,2,6,7,2,1,2,none,4,5,4,4,4,7,2,2,2,4,2,2,3,5,5,4,5,honesty;responsibility;non_harm,55_65,not_currently_working,high_school,uk,woman,6,,,
yes,sometimes,7,7,7,7,honesty_integrity;compassion;creativity,"being honest with yourself and others, self awareness, integrity, ideals, being true self",6,6,7,2,6,7,1,3,2,work_career,4,5,4,4,4,6,1,1,2,4,2,1,4,6,5,6,7,honesty;empathy;non_harm,45_54,employed_full_time,bachelors_degree,ca,woman,6,,,
yes,rarely,7,6,6,7,family;honesty_integrity;health,Family,7,7,7,1,6,7,1,2,1,time_focus;work_career;digital_habits,5,5,4,4,5,7,2,2,2,2,2,2,2,6,3,5,7,honesty;non_harm;transparency,55_65,other,high_school,uk,woman,7,,,
yes,very_often,7,7,7,7,family;honesty_integrity;responsibility,"Family matters most to me in life. Also being an honest person, and being responsible.",5,6,5,4,4,6,1,1,1,time_focus,3,4,4,4,4,7,1,1,1,2,2,2,2,7,7,7,7,non_harm;transparency;accountability,45_54,self_employed,bachelors_degree,us,man,5,,,
yes,everyday,7,7,4,6,family;honesty_integrity;faith_spirituality,Family,6,4,4,6,4,2,6,3,4,time_focus;work_career;purpose_direction,4,4,4,4,5,6,2,2,4,7,7,7,1,1,7,4,6,responsibility;human_wellbeing;non_harm,45_54,employed_full_time,bachelors_degree,uk,woman,6,,,
yes,very_often,6,7,5,6,family;honesty_integrity;health,my family,6,6,6,2,6,6,3,3,3,work_career,4,4,2,2,3,6,4,6,5,7,5,5,5,4,7,5,5,fairness;respect;responsibility,25_34,employed_full_time,bachelors_degree,ie,woman,6,,,
yes,very_often,6,5,4,5,family;compassion;responsibility,Equality and justice,6,5,6,3,6,4,2,2,3,time_focus;relationships,4,4,3,3,4,5,4,3,3,5,5,2,2,5,3,6,5,empathy;fairness;respect,35_44,employed_full_time,bachelors_degree,uk,woman,5,,,
yes,occasionally,6,6,5,6,family;health;compassion,Family and friends,6,6,6,1,5,5,1,2,4,health;time_focus;relationships;digital_habits;finances;purpose_direction,4,4,4,4,4,7,2,2,1,6,1,2,1,6,5,6,7,honesty;human_wellbeing;accountability,55_65,other,some_university_college,ca,woman,6,,,
yes,everyday,6,5,6,6,honesty_integrity;independence;responsibility,Being someone with integrity that those around me can count on.,1,2,2,5,2,4,3,6,7,time_focus;relationships;purpose_direction,1,1,1,1,2,3,5,4,2,7,7,7,3,2,6,4,4,honesty;empathy;accountability,45_54,employed_part_time,high_school,us,man,1,,,
yes,sometimes,6,6,6,5,family;independence;faith_spirituality,Living in accordance with my religious beliefs matters most to me.,4,1,4,4,3,1,7,6,7,time_focus;relationships;digital_habits,2,2,1,1,2,4,2,5,4,1,6,6,1,7,1,1,4,transparency,45_54,not_currently_working,high_school,uk,man,1,,,
yes,sometimes,7,6,7,7,honesty_integrity;compassion;responsibility,My family and friends,6,6,5,4,5,7,1,1,2,work_career;finances;purpose_direction,3,2,4,4,3,7,5,3,1,5,2,3,2,6,7,7,7,honesty;empathy;human_wellbeing,25_34,employed_full_time,bachelors_degree,au,man,5,,,
yes,often,6,6,6,7,family;honesty_integrity;responsibility,family,6,6,5,3,6,6,2,4,5,time_focus;digital_habits;purpose_direction,4,3,4,3,4,6,5,5,3,3,3,6,3,6,2,4,4,fairness;non_harm;accountability,45_54,employed_part_time,postgraduate_degree,uk,woman,5,,,
yes,sometimes,6,6,6,6,honesty_integrity;security_stability;faith_spirituality,Personal relationship with Jesus,6,6,6,5,3,6,2,2,4,work_career;finances,4,4,4,4,3,6,2,2,5,4,3,4,4,5,4,6,5,honesty;fairness;human_wellbeing,35_44,employed_full_time,bachelors_degree,us,woman,5,,,
yes,sometimes,7,7,7,7,health;responsibility;faith_spirituality,GOD,7,7,5,3,7,7,2,7,3,time_focus,3,3,2,2,4,5,1,1,1,2,2,5,4,3,7,1,3,honesty;non_harm,35_44,employed_part_time,some_university_college,us,woman,4,,,
yes,everyday,7,6,6,7,family;honesty_integrity;compassion,My family.,7,7,7,1,7,7,1,1,1,work_career,5,5,5,5,5,6,2,2,1,4,2,2,5,4,1,7,7,honesty;fairness;non_harm,over_65,employed_part_time,high_school,uk,woman,7,,,
